id,title,description,place,city,address,date_start,date_end,tags,url
17055732,Habitats participatifs : l'architecte et les habitant.es en interaction,L’exposition montrent de nouvelle manière de « vivre ensemble » et témoignent de l’engagement d’architectes dans la co-élaboration et/ou la co-construction d’habitats participatifs.,Maison de l'Architecture de l'Isère,Grenoble,"4 place de Berulle, 38000 Grenoble",2025-03-25T12:30:00+00:00,2025-05-23T16:00:00+00:00,"architecture, architecture participative, habitats partagés, vivre ensemble, maison architecture, collaboratifs, habitants, exposition, projets, habitats groupé, habiter, co-construit, participation habitante",https://openagenda.com/planlibre/events/habitats-participatifs-larchitecte-et-les-habitanttes-en-interaction
32698093,Mai à Vélo 2025,Faites parcourir à votre communauté le plus de kilomètres au mois de mai ! Retrouvez tous les classements sur https://challenge-maiavelo.geovelo.fr/,ASCET 38,Grenoble,"Boulevard Joseph Vallier, 38100 Grenoble, France",2025-04-30T22:00:00+00:00,2025-05-31T21:59:59+00:00,challenge-id=115625,https://openagenda.com/maiavelo/events/mai-a-velo-2025-796326
52267050,Week-end Rigodon !,"le premier weekend de mai, c'est LE weekend des rigodons à Grenoble.",Gymnase de la Correspondance,Grenoble,"30 bis, Avenue Marcelin Berthelot 38100 grenoble",2025-05-03T12:00:00+00:00,2025-05-04T15:00:00+00:00,,https://openagenda.com/pci-auvergne-rhone-alpes/events/week-end-rigodon
77756640,Vélotaf ARYBALLE,15 jours pour favoriser l'utilisation du vélo pour aller au travail,ARYBALLE,Grenoble,Grenoble,2025-05-12T07:00:00+00:00,2025-05-12T16:00:00+00:00,,https://openagenda.com/maiavelo/events/velotaf-aryballe
96496492,Café d'Archi,"La Maison de l'Architecture de l'Isère organise un Café d'Archi en lien avec son exposition ""Habitats participatifs : l'architecte et les habitant-es en interaction""",Maison de l'Architecture de l'Isère,Grenoble,"4 place de Berulle, 38000 Grenoble",2025-05-13T16:30:00+00:00,2025-05-13T19:30:00+00:00,"cafédarchi, architecture, habitats participatifs, habitant, architecte, projet, vivre ensemble, agences architectures, maisonarchitecture, maisonarchitectureisère",https://openagenda.com/planlibre/events/cafe-darchi-3969435
42944481,"Hommage aux déracinés, vivre sans arbre généalogique",Une déambulation pour rendre hommage aux premiers Arméniens arrivés à St Martin d'Hères dans les années trente avec la participation de la chanteuse arménienne Anna Izmayilyan.,Devant Eglise St Martin,Saint-Martin-d'Hères,150 avenue de la Galochère - 38400 St Martin d'Hères (38,2025-05-16T08:30:00+00:00,2025-05-18T16:00:00+00:00,,https://openagenda.com/printemps-des-cimetieres-2025/events/hommage-aux-deracines-vivre-sans-arbre-genealogique
27136998,"Halte là … les montagnards sont là !, visite guidée par Mao Tourmen","La conquête et la découverte de la montagne racontées, à travers le destin de ceux et celles qui l'ont défiée, arpentée, parcourue au risque de leur vie ou peinte et chantée pour la sublimer.",Cimetière Saint-Roch de Grenoble,Grenoble,rue du Souvenir- 38000 Grenoble,2025-05-17T08:15:00+00:00,2025-05-17T09:45:00+00:00,,https://openagenda.com/printemps-des-cimetieres-2025/events/halte-la-les-montagnards-sont-la-par-mao-tourmen
53851330,Animations médiévales,Les animations programmées ont lieu aux horaires mentionnés le samedi et le dimanche,Ancien évêché,Grenoble,"11B Rue du Vieux Temple, 38000 Grenoble, France",2025-05-17T09:00:00+00:00,2025-05-17T19:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/animations-medievales-9342850
82732730,Exposition - À l’assaut des châteaux forts ! Les archéologues racontent,"À la lumière de 50 ans de recherches archéologiques conduites sur les fortifications en Isère, le Musée de l’Ancien Evêché propose d’aller à l’encontre d’un certain nombre d’idées reçues sur le châte…",Ancien évêché,Grenoble,"11B Rue du Vieux Temple, 38000 Grenoble, France",2025-05-17T09:00:00+00:00,2025-05-17T19:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/exposition-a-lassaut-des-chateaux-forts-les-archeologues-racontent
14139572,L’Atelier des sols vivants,Un outil ludique et pédagogique basé sur l’intelligence collective qui vise à mieux comprendre le fonctionnement des sols et les enjeux liés à leur préservation. Animé par Kathy Barla.,Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T12:30:00+00:00,2025-05-17T13:30:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/latelier-des-sols-vivants-5419267
38268197,"A la découverte des monuments remarquables du XIXe siècle, par Monique Bonvallet",Circuit découverte le long des allées les plus anciennes du cimetière Saint-Roch où se trouvent les tombes remarquables des personnalités qui ont marqué la vie grenobloise au XIXe siècle.,Cimetière Saint-Roch de Grenoble,Grenoble,rue du Souvenir- 38000 Grenoble,2025-05-17T12:30:00+00:00,2025-05-17T14:30:00+00:00,,https://openagenda.com/printemps-des-cimetieres-2025/events/a-la-decouverte-des-monuments-remarquables-du-xixe-siecle-par-monique-bonvallet
27348744,Visite du Fab Lab de La Casemate,"Dans le cadre de Musée en Fête, venez découvrir le Laboratoire de Fabrication, aussi, appelé Fab Lab, de La Casemate, sa philosophie, ses machines et son fonctionnement accompagné par l’un de nos Fab…",La Casemate - CCSTI de Grenoble,Grenoble,2 place saint-laurent 38000 Grenoble,2025-05-17T12:30:00+00:00,2025-05-17T15:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/visite-du-fab-lab-de-la-casemate-7410485
33002674,Quiz : Connaissez-vous vraiment le Muséum de Grenoble ?,"Les scientifiques, la biodiversité, des anecdotes improbables, un bâtiment chargé d’histoire et un jardin où même les plantes chuchotent des secrets… Êtes-vous sûr de tout savoir ? Laissez-vous avec…",Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T12:30:00+00:00,2025-05-17T14:30:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/quiz-connaissez-vous-vraiment-le-museum-de-grenoble
66175292,Atelier Mobile - Contrôle technique,"Atelier mobile installé pendant une fête de quartier, pour proposer un contrôle technique vélo et des réglages, réparations faciles.",Parc des Templiers,Échirolles,allée de la tonnellerie echirolles,2025-05-17T12:30:00+00:00,2025-05-17T16:00:00+00:00,,https://openagenda.com/maiavelo/events/atelier-mobile-controle-technique
79113550,Les mamans conteuses,Les « Mamco » racontent des histoires autour de la biodiversité à l’auditorium.,Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T13:00:00+00:00,2025-05-17T16:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/les-mamans-conteuses
56364035,Quelle graine !,"Pour fêter le printemps, la salle Bout'choux ouvre ses portes aux plus petits pour une découverte sensorielle des graines : ici, on touche, on devine, on observe, on crée ! Les graines n’auront pas…",Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T13:00:00+00:00,2025-05-17T14:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/quelle-graine
93580836,Atelier famille - De la couleur à l'enluminure,Quand les textes et les documents dévoilent l’art de l’enluminure… car écrire c’est aussi dessiner ! Jeux de couleurs et de feuille d’or sont au programme de cet atelier où vous réaliserez votre enlu…,Ancien évêché,Grenoble,"11B Rue du Vieux Temple, 38000 Grenoble, France",2025-05-17T13:00:00+00:00,2025-05-17T15:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/atelier-famille-de-la-couleur-a-lenluminure
67154187,La Nuit des ordis,Vous souhaitez savoir comment l'informatique a été créée ? A quoi ressemblait un ordinateur en 1950 ?,ACONIT - Musée de l'informatique,Grenoble,"12, rue Joseph Rey - Grenoble",2025-05-17T14:00:00+00:00,2025-05-17T20:30:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/la-nuit-des-ordis
68620310,Visite guidée des serres,"Les serres seront exceptionnellement ouvertes, illuminées par vos lampes de poche et sonorisées à cette occasion jusqu’à 22h. Découverte de la collection botanique. Par Sylvain Poletti.",Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T15:00:00+00:00,2025-05-17T20:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/visite-des-serres-8092231
44183218,Visites flash du cabinet Rembrandt,Découvrez en 20 minutes l’essentiel du cabinet Rembrandt et de son focus consacré aux animaux gravés.,Cabinet Rembrandt,Grenoble,37 rue Servan 38000 GRENOBLE,2025-05-17T15:30:00+00:00,2025-05-17T17:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/visites-flash-du-cabinet-rembrandt
9928853,Parenthèses nocturnes,"Sous les sarments de vigne de la treille ou dans le décor feutré de l’appartement où Stendhal a grandi, plongez dans l’histoire, la vie et l’œuvre d’un des plus grands écrivains français du 19e siècl…",Musée Stendhal,Grenoble,"20 Grand Rue, 38000 Grenoble, France",2025-05-17T16:00:00+00:00,2025-05-17T20:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/parentheses-nocturnes
16415031,"Visites flash de l'exposition ""Loustal, les Alpes au fil de l'autoroute""","Auteur de carnets de voyages, Jacques de Loustal a reçu une commande de la société APRR pour la réalisation de panneaux touristiques et culturels sur les autoroutes qui traversent la Savoie, la et la…",Cabinet Rembrandt,Grenoble,37 rue Servan 38000 GRENOBLE,2025-05-17T16:00:00+00:00,2025-05-17T17:30:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/visite-flash-de-lexposition-loustal-les-alpes-au-fil-de-lautoroute
3233903,Les ateliers de la création,"Les Ateliers de la création, initiés par le Centre Pompidou et l’Ircam, et portés par le Grame (Centre national de création musicale – Lyon) ouvrent grand les portes de la création contemporaine aux …",Musée de Grenoble,Grenoble,"5 Pl. de Lavalette, 38000 Grenoble, France",2025-05-17T17:00:00+00:00,2025-05-17T21:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/les-ateliers-de-la-creation-8200718
27929272,Visite guidée - À l’assaut des châteaux forts ! Les archéologues racontent,"Partez à la découverte de l'exposition ""À l'assaut des châteaux forts ! Les archéologues racontent"" en compagnie d'Anouk Clavier, archéologue, ancienne conservatrice du patrimoine au Département de l…",Ancien évêché,Grenoble,"11B Rue du Vieux Temple, 38000 Grenoble, France",2025-05-17T17:30:00+00:00,2025-05-17T18:30:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/visite-guidee-a-lassaut-des-chateaux-forts-les-archeologues-racontent
72932549,Sur la piste des animaux de la nuit,"Insectes, araignées, oiseaux ou chauves-souris, ils sont nombreux à s’agiter une fois le soleil couché... Même en ville ! Entre ombre et lumière, laissez-vous surprendre par les petits habitants du…",Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T18:00:00+00:00,2025-05-17T21:00:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/sur-la-piste-des-animaux-de-la-nuit
87916923,Visite nocturne,"À la lueur de votre lampe de poche ou frontale, une découverte du Muséum insolite et dans le noir.",Muséum de Grenoble,Grenoble,"1 Rue Dolomieu, 38000 Grenoble, France",2025-05-17T20:00:00+00:00,2025-05-17T21:30:00+00:00,,https://openagenda.com/ndm-2025-auvergne-rhone-alpes/events/visite-nocturne-8796328
77092772,Fidèles au poste !,"Balade théâtrale au cimetière Saint-Roch, créée dans le cadre des 80 ans de la Libération et jouée par la troupe Palindrome avec de jeunes comédiens amateurs en hommage aux jeunes résistants.",Cimetière Saint-Roch de Grenoble,Grenoble,rue du Souvenir- 38000 Grenoble,2025-05-18T13:00:00+00:00,2025-05-18T14:00:00+00:00,,https://openagenda.com/printemps-des-cimetieres-2025/events/fideles-au-poste
42314194,Matinée d'information : les financements européens pour les PME innovantes,Événement La French Tech,Baslique du Sacré Coeur,Grenoble,"4, rue Emile Gueymard 38000 Grenoble",2025-05-20T07:30:00+00:00,2025-05-20T11:30:00+00:00,,https://openagenda.com/francenum/events/matinee-dinformation-les-financements-europeens-pour-les-pme-innovantes-5599756
2214960,La Kermesse du Vélo de Grenoble,Événement pour célébrer le vélo sous toutes ses formes,Anneau de vitesse - Parc Paul Mistral,Grenoble,Parc paul mistral grenoble,2025-05-24T08:00:00+00:00,2025-05-24T16:00:00+00:00,,https://openagenda.com/maiavelo/events/la-kermesse-du-velo-de-grenoble
14769254,Célébrons les Producteurs de chez nous au Super U de Grenoble Capuche,"A l'occasion des Journées Nationales de l'Agriculture,",Super U Grenoble,Grenoble,"10 rue edouard vaillant, Grenoble",2025-06-03T07:00:00+00:00,2025-06-07T17:00:00+00:00,,https://openagenda.com/jna2025/events/celebrons-les-producteurs-de-chez-nous-au-super-u-de-grenoble-capuche
11615393,Minalogic Innovation Boost Robotique,Événement La French Tech,l'Hôtel Europole,Grenoble,"29 Rue Pierre Semard, 38000 Grenoble",2025-06-05T06:30:00+00:00,2025-06-05T15:00:00+00:00,,https://openagenda.com/francenum/events/minalogic-innovation-boost-robotique
19108148,Découvrez le jardin patrimonial du couvent Sainte-Cécile,"Médicinal, ornemental, vivrier, les jardins des couvents devaient pouvoir répondre aux besoins des religieuses et des religieux qui vivaient coupés du monde.",Couvent Sainte-Cécile,Grenoble,37 rue Servan 38000 Grenoble,2025-06-06T08:00:00+00:00,2025-06-07T15:30:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/decouvrez-le-jardin-patrimonial-du-couvent-sainte-cecile
18569454,L'énigme des pierres du jardin des Cairns,Partons a la découverte des pierres du jardin des Cairns,Le jardin des Cairns,Grenoble,"103 rue Saint-Laurent 38000 Grenoble, Isère, Auvergne-Rhône-Alpes",2025-06-06T12:00:00+00:00,2025-06-06T14:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/visite-decouverte-dun-jardin-permaculturel-avec-vue
86606275,Célébrons les Producteurs de chez nous au Utile LARMOR PLACE,""" 1 don = 1 coup de pouce aux agriculteurs """,UTILE LARMOR PLAGE,Grenoble,12 Place Notre Dame,2025-06-07T07:00:00+00:00,2025-06-07T17:00:00+00:00,,https://openagenda.com/jna2025/events/celebrons-les-producteurs-de-chez-nous-au-utile-larmor-place
36324971,Célébrons les Producteurs de chez nous au U Express de GRENOBLE VIZILLE,1 don = 1 coup de pouce aux agriculteurs,U Express Grenoble Vizille,Grenoble,"11 avenue de vizille, Grenoble",2025-06-07T07:00:00+00:00,2025-06-07T17:00:00+00:00,,https://openagenda.com/jna2025/events/celebrons-les-producteurs-de-chez-nous-au-u-express-grenoble-vizille
32592135,Célébrons les Producteurs de chez nous au U Express d'Echirolles,1 don = 1 coup de pouce aux agriculteurs,U Express Echirolles,Échirolles,"Echirolles, 46 cours Jean Jaurès",2025-06-07T07:00:00+00:00,2025-06-07T17:00:00+00:00,,https://openagenda.com/jna2025/events/celebrons-les-producteurs-de-chez-nous-au-u-express-dechirolles
55158347,Visite des jardins pédagogiques de l'île d'Amour à MEYLAN,"La Métropole de Grenoble vous invite à venir découvrir les 2,7 ha du jardin pédagogique de l'île d'Amour habituellement réservés aux activités scolaires et exceptionnellement ouverts au public pour…",Jardin pédagogique de l'île d'amour,Meylan,14 chemin de l'île d'Amour 38240 MEYLAN,2025-06-07T07:00:00+00:00,2025-06-07T16:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/visite-des-jardins-pedagogiques-de-lile-damour-a-meylan
41228125,Visite guidée botanique à la découverte des plantes médicinales,"Accompagnés du Docteur Serge Krivobok, découvrez les propriétés médicinales et botaniques des espèces végétales du jardin du cloître du couvent Sainte-Cécile.",Couvent Sainte-Cécile,Grenoble,37 rue Servan 38000 Grenoble,2025-06-07T08:00:00+00:00,2025-06-07T09:30:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/visite-guidee-botanique-a-la-decouverte-des-plantes-medicinales
33503217,Animation - Le calligraphe ambulant,Animé par Animalices,Jardin du musée de l'Ancien Évêché,Grenoble,"2, rue Très-Cloîtres 38000 Grenoble",2025-06-07T09:00:00+00:00,2025-06-07T16:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/animation-le-calligraphe-ambulant
20918625,Animation - Châteaux de sable,Animé par Festi'Jeux,Jardin du musée de l'Ancien Évêché,Grenoble,"2, rue Très-Cloîtres 38000 Grenoble",2025-06-07T09:00:00+00:00,2025-06-07T16:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/animation-chateaux-de-sable
64992463,Un jardin urbain en permaculture sur les pentes de la Bastille à Grenoble,https://www.youtube.com/watch?v=HkKEJvQ5zlU,Le jardin des Cairns,Grenoble,"103 rue Saint-Laurent 38000 Grenoble, Isère, Auvergne-Rhône-Alpes",2025-06-07T12:00:00+00:00,2025-06-07T16:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/visite-decouverte-dun-jardin-clos-de-murs-avec-vue-sur-la-ville-du-haut-de-sa-terrasse-sommitale
21868901,Le Jardin des Cairns : Histoires de jardins,Présentation d'une recherche exploratoire sur les traces du passé du Jardin des Cairns,Le jardin des Cairns,Grenoble,"103 rue Saint-Laurent 38000 Grenoble, Isère, Auvergne-Rhône-Alpes",2025-06-08T13:00:00+00:00,2025-06-08T15:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/le-jardin-des-cairns-histoires-de-jardins
89093920,Visite guidée - La jardin du musée,Le jardin du musée n’a pas fini de vous surprendre.,Jardin du musée de l'Ancien Évêché,Grenoble,"2, rue Très-Cloîtres 38000 Grenoble",2025-06-08T14:00:00+00:00,2025-06-08T15:00:00+00:00,,https://openagenda.com/rdvj-2025-auvergne-rhone-alpes/events/visite-guidee-la-jardin-du-musee
21336900,"""Écologie humaine, une science sociale des milieux de vie""","Présentation de l'ouvrage & débat : ""Écologie humaine, une science sociale des milieux de vie""",Maison de l'Architecture de l'Isère,Grenoble,"4 place de Berulle, 38000 Grenoble",2025-06-10T15:30:00+00:00,2025-06-10T17:30:00+00:00,,https://openagenda.com/planlibre/events/ecologie-humaine-une-science-sociale-des-milieux-de-vie
20602534,Café Odoo Grenoble,Vous utilisez Odoo ou vous souhaitez en savoir plus sur cet ERP ? Vous avez un projet en cours ou simplement envie d’échanger avec un expert ? Ne manquez pas notre événement !,Grenoblelab,Grenoble,16 rue Abbé de la Salle 38000 Grenoble,2025-06-12T07:00:00+00:00,2025-06-12T15:00:00+00:00,,https://openagenda.com/francenum/events/cafe-odoo-grenoble
83498287,Musique amplifié en plein air sur grenoble,Fête de la musique 2025,Place Grenette,Grenoble,"6 Place Grenette, Grenoble",2025-06-20T22:00:00+00:00,2025-06-21T21:58:00+00:00,,https://openagenda.com/culture/events/musique-amplifie-en-plein-air-sur-grenoble
68402381,Rocky Pop Music Party,Fête de la musique 2025,ROCKY POP GRENOBLE,Grenoble,9 RUE DE STRASBOURG 38000 GRENOBLE,2025-06-21T16:00:00+00:00,2025-06-21T21:59:00+00:00,,https://openagenda.com/culture/events/rocky-pop-music-party
19886729,ROCKY MUSIC PARTY,Fête de la musique 2025,ROCKY POP GRENOBLE,Grenoble,9 RUE DE STRASBOURG 38000 GRENOBLE,2025-06-21T16:00:00+00:00,2025-06-21T21:30:00+00:00,,https://openagenda.com/culture/events/rocky-music-party-9010081
55387339,Michel Musique fête la musique,Fête de la musique 2025,Michel Musique,Grenoble,19 boulevard Gambetta Grenoble,2025-06-21T17:00:00+00:00,2025-06-21T21:00:00+00:00,,https://openagenda.com/culture/events/fete-de-la-musique-a-michel-musique
57748374,Concert de Folk Metal - Wesmaguhl,Fête de la musique 2025,The Rock Tavern,Grenoble,23 boulevard Gambetta 38000 Grenoble,2025-06-21T18:00:00+00:00,2025-06-21T21:30:00+00:00,,https://openagenda.com/culture/events/concert-de-folk-metal-wesmaguhl
82788431,Pryeur x Veiga000 x Loup & Err,Fête de la musique 2025,"5 Rue Auguste Gaché, 38000 Grenoble",Grenoble,5 rue auguste gaché,2025-06-21T18:00:00+00:00,2025-06-21T19:00:00+00:00,,https://openagenda.com/culture/events/pryeur-x-veiga000-x-loup-and-err
27791566,Dolbium x Sneak Peak,Fête de la musique 2025,K fée des jeux,Grenoble,"1 Quai Stéphane Jay, 38000 Grenoble",2025-06-21T18:00:00+00:00,2025-06-21T21:00:00+00:00,,https://openagenda.com/culture/events/dolbium
8246897,La Chimère en Fête,Fête de la musique 2025,La Chimère,Grenoble,12 rue Voltaire 38000 Grenoble,2025-06-21T18:30:00+00:00,2025-06-21T21:00:00+00:00,,https://openagenda.com/culture/events/la-chimere-en-fete-5907513
13095416,"Masterclass French Tech Central ""Construire une equity story alignée"" avec Rainmakers & Partners",Événement La French Tech,TOTEM DE LA FRENCH TECH ALPES GRENOBLE,Grenoble,"16, Bd Maréchal Lyautey 38000 Grenoble",2025-06-24T07:00:00+00:00,2025-06-24T09:00:00+00:00,,https://openagenda.com/francenum/events/masterclass-french-tech-central-construire-une-equity-story-alignee-avec-rainmakers-and-partners
74412375,PROPRIETE INTELECTUELLE : un atout pour booster la valorisation de votre startup [Atelier Tarmac],Événement La French Tech,Inovallée - Tarmac,Meylan,29 chemin du vieux chêne 38240 MEYLAN,2025-06-26T09:30:00+00:00,2025-06-26T12:30:00+00:00,,https://openagenda.com/francenum/events/propriete-intelectuelle-un-atout-pour-booster-la-valorisation-de-votre-startup-atelier-tarmac
31330683,L’Industrie de demain se finance aujourd’hui : les outils et solutions à votre portée,Événement La French Tech,Siège de la Banque Populaire,Meylan,2 avenue du Grésivaudan 38700 Corenc,2025-07-01T08:30:00+00:00,2025-07-01T10:30:00+00:00,,https://openagenda.com/francenum/events/lindustrie-de-demain-se-finance-aujourdhui-les-outils-et-solutions-a-votre-portee
35522293,Recrutement Agente/Agent d'entretien et de restauration - Sélection sans CV - Sans expérience - MAIRIE de GRENOBLE,"Réunion d'information - Méthode de Recrutement par Simulation (MRS) - pour recruter des agents d'entretien  pour les écoles de la ville de Grenoble : Au sein du groupe scolaire, procéder au quotidien",Agence GRENOBLE EUROPOLE,Grenoble,38000 Grenoble,2025-08-19T07:00:00+00:00,2025-08-19T08:30:00+00:00,"1 jour, 1 formation, 1 jeune  1 solution, #TousMobilisés, Recrutement sans CV",https://openagenda.com/francetravail/events/recrutement-agenteagent-dentretien-et-de-restauration-selection-sans-cv-sans-experience-mairie-de-grenoble-5783841
68575959,Recrutement Animateur/trice Périscolaire Mairie de Grenoble - Sélection sans CV - Sans expérience,"Réunion d'information - Méthode de Recrutement par Simulation MRS - pour recruter des Animateurs-trices Périscolaire pour les écoles de la ville de GrenobleDans les écoles élémentaires ou maternelles,",Agence GRENOBLE EUROPOLE,Grenoble,38000 Grenoble,2025-08-19T08:45:00+00:00,2025-08-19T10:00:00+00:00,"1 jeune  1 solution, #TousMobilisés, 1 jour, 1 formation, Recrutement sans CV",https://openagenda.com/francetravail/events/recrutement-animateurtrice-periscolaire-mairie-de-grenoble-selection-sans-cv-sans-experience-1392017
7731318,ZOOM sur la microentreprise par l'ADIE (et comment la financer),Vous avez le projet de créer votre propre activité. Venez découvrir les différentes étapes importantes pour mener à bien ce projet.,Agence GRENOBLE BRUYERE,Grenoble,38100 Grenoble,2025-08-26T07:00:00+00:00,2025-08-26T09:00:00+00:00,Création d'entreprise,https://openagenda.com/francetravail/events/zoom-sur-la-microentreprise-par-ladie-et-comment-la-financer-9317129
58422917,Recrutements d'Agent(e)s de Sécurité magasin sur Grenoble et son agglomération : venez rencontrer la société Protectim Global Sécurity !,"Venez rencontrer l'entreprise Protectim Global Sécurity qui a de nombreux postes d'agent(e) de sécurité magasin à pourvoir sur Grenoble et son agglomération : Des magasins à Grenoble centre-ville, Gre",Agence GRENOBLE BRUYERE,Grenoble,38100 Grenoble,2025-08-27T08:00:00+00:00,2025-08-27T10:00:00+00:00,"#TousMobilisés, Recrutement",https://openagenda.com/francetravail/events/recrutements-dagentes-de-securite-magasin-sur-grenoble-et-son-agglomeration-venez-rencontrer-la-societe-protectim-global-security-8649939
39315697,Info coll - Formation au métier d'Etancheur,"Plusieurs agences de travail temporaire (Adecco, Actual, Manpower, Samsic et Sovitrat) s'associent avec l’organisme de formation ABSkill et France Travail pour permettre à certains demandeurs d’emploi",Agence GRENOBLE BRUYERE,Grenoble,38100 Grenoble,2025-08-27T11:30:00+00:00,2025-08-27T14:00:00+00:00,"#TousMobilisés, 1 jeune  1 solution, Aides à l'emploi, Découverte secteur / métier, Découverte formation",https://openagenda.com/francetravail/events/info-coll-formation-au-metier-detancheur-4602247
61577236,Nuit internationale de la chauve-souris à la colline de Comboire,"Venez découvrir gratuitement la vie cachée des chauves-souris, petits animaux discrets, mystérieux et bien souvent menacés !",Espace naturel sensible de la colline de Comboire,Seyssins,Seyssins,2025-08-29T17:30:00+00:00,2025-08-29T20:30:00+00:00,Chauves-souris,https://openagenda.com/nuit-internationale-de-la-chauve-souris/events/nuit-internationale-de-la-chauve-souris-a-la-colline-de-comboire
2021957,Etes-vous fait pour les métiers du SAP ?,"Venez découvrir votre potentiel pour vous orienter dans le secteur du SERVICE A LA PERSONNE, porteur d’emplois !Le secteur du SERVICE A LA PERSONNE vous attire et vous vous demandez s’il peut vous cor",Agence GRENOBLE EUROPOLE,Grenoble,38000 Grenoble,2025-09-02T06:45:00+00:00,2025-09-02T10:00:00+00:00,"Détection de potentiel, 1 jeune  1 solution, Découverte formation, S'informer, Marché du travail, Découverte secteur / métier",https://openagenda.com/francetravail/events/etes-vous-fait-pour-les-metiers-du-sap-4679453
33502337,Recrutement Animateur/trice Périscolaire Mairie de Grenoble - Sélection sans CV - Sans expérience,"Dans les écoles élémentaires ou maternelles, sous la responsabilité d'un-e directeur-trice d'Accueil de Loisirs Périscolaires (ALP), vous interviendrez au sein d'une équipe d'animateurs-trices et d'au",Agence GRENOBLE EUROPOLE,Grenoble,38000 Grenoble,2025-09-02T08:45:00+00:00,2025-09-02T10:00:00+00:00,"1 jour, 1 formation, #TousMobilisés, 1 jeune  1 solution, Recrutement sans CV",https://openagenda.com/francetravail/events/recrutement-animateurtrice-periscolaire-mairie-de-grenoble-selection-sans-cv-sans-experience-3784487
7396095,Vous avez un projet de formation ? L'AFPA peut vous accompagner,Saviez-vous que l'AFPA peut vous aider à valider votre projet de formation ? Venez vous renseigner sur PREPA COMPETENCES et les formations de la rentrée !places limitées  inscription obligatoire,Agence GRENOBLE BRUYERE,Grenoble,38100 Grenoble,2025-09-04T07:30:00+00:00,2025-09-04T09:30:00+00:00,"Réunion d'information, S'informer, Découverte formation, Tout public, en physique",https://openagenda.com/francetravail/events/vous-avez-un-projet-de-formation-lafpa-peut-vous-accompagner
25911088,"Policier Adjoint (H/F), pourquoi pas vous ? : vous avez de 18 à 29 ans, rejoignez la Police Nationale !","POLICIER ADJOINT (H/F) : POURQUOI PAS VOUS ? Vous avez de 18 à moins de 30 ans, vous n'avez pas de diplôme, vous êtes de nationalité française , votre casier judiciaire ne comporte pas de mention inco",Agence GRENOBLE EUROPOLE,Grenoble,38000 Grenoble,2025-09-04T08:30:00+00:00,2025-09-04T10:00:00+00:00,"1 jeune  1 solution, Découverte secteur / métier, Recrutement, S'informer",https://openagenda.com/francetravail/events/policier-adjoint-hf-pourquoi-pas-vous-vous-avez-de-18-a-29-ans-rejoignez-la-police-nationale-8976660
